name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
NetInterestIncome,"1,043,000,000","484,000,000","370,000,000","46,000,000","143,000,000","-307,000,000","43,000,000","-112,000,000","330,000,000","117,000,000","190,000,000","146,000,000","218,000,000","409,000,000","131,000,000","140,000,000","219,000,000","416,000,000","144,000,000","206,000,000","165,000,000","364,000,000","131,000,000","5,000,000","161,000,000","116,000,000","114,000,000","87,000,000","81,000,000","42,000,000","47,000,000","20,000,000","56,000,000","63,000,000","-27,000,000","0","-1,000,000","68,000,000","-61,000,000","-4,000,000","0","13,000,000","-10,000,000","-17,000,000","-20,000,000","-2,000,000","-11,000,000","-10,000,000","-13,000,000","-16,000,000","-10,000,000","-9,000,000","-7,000,000"
EBIT,"47,874,000,000","16,943,000,000","14,159,000,000","9,409,000,000","7,362,000,000","6,399,000,000","5,641,000,000","8,191,000,000","8,913,000,000","12,585,000,000","10,423,000,000","12,367,000,000","11,378,000,000","12,775,000,000","8,040,000,000","5,963,000,000","5,893,000,000","9,704,000,000","7,185,000,000","4,626,000,000","3,317,000,000","8,277,000,000","5,781,000,000","5,863,000,000","5,449,000,000","7,749,000,000","5,122,000,000","4,401,000,000","3,327,000,000","4,652,000,000","3,117,000,000","2,734,000,000","2,010,000,000","2,552,000,000","1,459,000,000","1,273,000,000","933,000,000","1,072,000,000","1,397,000,000","1,390,000,000","1,075,000,000","1,136,000,000","742,000,000","554,000,000","363,000,000","521,000,000","383,000,000","-755,000,000","395,000,000","535,000,000","389,000,000","408,000,000","405,000,000"
EBITDA,"59,052,000,000","20,115,000,000","17,018,000,000","12,032,000,000","9,886,000,000","8,775,000,000","7,816,000,000","10,170,000,000","11,069,000,000","14,599,000,000","12,418,000,000","14,353,000,000","13,350,000,000","14,638,000,000","9,738,000,000","7,667,000,000","7,490,000,000","11,172,000,000","8,601,000,000","6,128,000,000","4,672,000,000","9,502,000,000","6,888,000,000","6,897,000,000","6,398,000,000","8,602,000,000","5,894,000,000","5,130,000,000","3,998,000,000","5,266,000,000","3,708,000,000","3,319,000,000","2,562,000,000","3,095,000,000","1,945,000,000","1,732,000,000","1,390,000,000","1,505,000,000","1,686,000,000","1,647,000,000","1,339,000,000","1,410,000,000","1,016,000,000","784,000,000","596,000,000","745,000,000","559,000,000","-616,000,000","505,000,000","638,000,000","486,000,000","480,000,000","456,000,000"
ReconciledCostOfRevenue,"25,959,000,000","7,695,000,000","6,210,000,000","5,945,000,000","6,108,000,000","8,336,000,000","5,716,000,000","5,192,000,000","6,005,000,000","6,348,000,000","5,771,000,000","5,399,000,000","5,131,000,000","5,210,000,000","4,194,000,000","3,829,000,000","3,459,000,000","3,491,000,000","3,155,000,000","3,307,000,000","2,816,000,000","2,796,000,000","2,418,000,000","2,214,000,000","1,927,000,000","1,611,000,000","1,448,000,000","1,237,000,000","1,159,000,000","1,048,000,000","987,000,000","917,000,000","838,000,000","824,000,000","720,000,000","668,000,000","654,000,000","652,000,000","565,000,000","473,000,000","462,000,000","491,000,000","507,000,000","465,000,000","413,000,000","397,000,000","322,000,000","367,000,000","277,000,000","247,000,000","236,000,000","210,000,000","167,000,000"
ReconciledDepreciation,"11,178,000,000","3,172,000,000","2,859,000,000","2,623,000,000","2,524,000,000","2,376,000,000","2,175,000,000","1,979,000,000","2,156,000,000","2,014,000,000","1,995,000,000","1,986,000,000","1,972,000,000","1,863,000,000","1,698,000,000","1,704,000,000","1,597,000,000","1,468,000,000","1,416,000,000","1,502,000,000","1,355,000,000","1,225,000,000","1,107,000,000","1,034,000,000","949,000,000","853,000,000","772,000,000","729,000,000","671,000,000","614,000,000","591,000,000","585,000,000","552,000,000","543,000,000","486,000,000","459,000,000","457,000,000","433,000,000","289,000,000","257,000,000","264,000,000","274,000,000","274,000,000","230,000,000","233,000,000","224,000,000","176,000,000","139,000,000","110,000,000","103,000,000","97,000,000","72,000,000","51,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"39,098,000,000","14,017,000,000","11,583,000,000","7,788,000,000","5,709,000,000","4,653,000,000","4,395,000,000","6,687,000,000","7,465,000,000","10,285,000,000","9,194,000,000","10,394,000,000","9,497,000,000","11,219,000,000","7,846,000,000","5,178,000,000","4,902,000,000","7,349,000,000","6,091,000,000","2,616,000,000","2,429,000,000","6,882,000,000","5,137,000,000","5,106,000,000","4,988,000,000","4,269,000,000","4,707,000,000","3,894,000,000","3,064,000,000","4,273,000,000","2,627,000,000","2,283,000,000","1,738,000,000","1,561,000,000","896,000,000","719,000,000","512,000,000","701,000,000","806,000,000","791,000,000","642,000,000","523,000,000","425,000,000","333,000,000","219,000,000","64,000,000","-59,000,000","-157,000,000","205,000,000","302,000,000","227,000,000","240,000,000","233,000,000"
TotalUnusualItemsExcludingGoodwill,"-366,000,000","-61,000,000","-98,000,000","-145,000,000","-63,000,000","57,000,000","-131,000,000","-60,000,000","54,000,000","1,000,000","-48,000,000",,"-93,000,000",,"-38,000,000","28,000,000","-251,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18,000,000","6,000,000","-12,000,000","14,000,000","-12,000,000","-25,000,000","1,000,000","17,000,000"
TotalUnusualItems,"-366,000,000","-61,000,000","-98,000,000","-145,000,000","-63,000,000","57,000,000","-131,000,000","-60,000,000","54,000,000","1,000,000","-48,000,000",,"-93,000,000",,"-38,000,000","28,000,000","-251,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18,000,000","6,000,000","-12,000,000","14,000,000","-12,000,000","-25,000,000","1,000,000","17,000,000"
NormalizedEBITDA,"59,418,000,000","20,176,000,000","17,116,000,000","12,177,000,000","9,949,000,000","8,718,000,000","7,947,000,000","10,230,000,000","11,015,000,000","14,598,000,000","12,466,000,000","14,353,000,000","13,443,000,000","14,638,000,000","9,776,000,000","7,639,000,000","7,741,000,000","11,172,000,000","8,601,000,000","6,128,000,000","4,672,000,000","9,502,000,000","6,888,000,000","6,897,000,000","6,398,000,000","8,602,000,000","5,894,000,000","5,130,000,000","3,998,000,000","5,266,000,000","3,708,000,000","3,319,000,000","2,562,000,000","3,095,000,000","1,945,000,000","1,732,000,000","1,390,000,000","1,505,000,000","1,686,000,000","1,647,000,000","1,339,000,000","1,410,000,000","1,016,000,000","784,000,000","596,000,000","763,000,000","559,000,000","-616,000,000","505,000,000","650,000,000","511,000,000","479,000,000","439,000,000"
TaxRateForCalcs,"0.176","0.166","0.17","0.16","0.22","0.243","0.21","0.18","0.18","0.19","0.13","0.17","0.17","0.141","0.04","0.16","0.16","0.198","0.17","0.27","0.3","0.137","0.13","0.13","0.11","0.4","0.1","0.13","0.1","0.054","0.17","0.17","0.16","0.39","0.37","0.4","0.4","0.371","0.4","0.35","0.4","0.35","0.35","0.39","0.38","0.35","0.35","0.35","0.35","0.35","0.4","0.398","0.35"
TaxEffectOfUnusualItems,"-64,416,000","-10,126,137.919","-16,660,000","-23,200,000","-13,860,000","13,867,620.751","-27,510,000","-10,800,000","9,720,000","190,348.737","-6,240,000","0","-15,810,000","0","-1,520,000","4,480,000","-40,160,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-6,300,000","0","0","0","-4,200,000","-10,000,000","398,496.241","5,950,000"
