name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,06/30/2003
TotalRevenue,"307,394,000,000","86,310,000,000","76,693,000,000","74,604,000,000","69,787,000,000","76,048,000,000","69,092,000,000","69,685,000,000","68,011,000,000","75,325,000,000","65,118,000,000","61,880,000,000","55,314,000,000","56,898,000,000","46,173,000,000","38,297,000,000","41,159,000,000","46,075,000,000","40,499,000,000","38,944,000,000","36,339,000,000","39,276,000,000","33,740,000,000","32,657,000,000","31,146,000,000","32,323,000,000","27,772,000,000","26,010,000,000","24,750,000,000","26,064,000,000","22,451,000,000","21,500,000,000","20,257,000,000","21,329,000,000","18,675,000,000","17,727,000,000","17,258,000,000","18,103,000,000","16,523,000,000","15,955,000,000","15,420,000,000","16,858,000,000","13,754,000,000","13,107,000,000","12,951,000,000","13,215,000,000","13,304,000,000","11,807,000,000","10,645,000,000","10,583,000,000","9,720,000,000","9,026,000,000","8,575,000,000","8,440,000,000","7,286,000,000","6,820,000,000","6,775,000,000","6,673,863,000","5,945,000,000","5,523,000,000","5,509,000,000","5,700,950,000","5,541,400,000","5,367,200,000","5,186,000,000","4,826,686,000","4,231,400,000","3,872,000,000","3,664,000,000","3,205,498,000","2,689,700,000","2,456,000,000","2,253,800,000","1,919,092,000","1,578,456,000","1,384,495,000","1,256,516,000","1,031,501,000","805,887,000","700,212,000","651,623,000","311,199,000"
	OperatingRevenue,"307,394,000,000","86,310,000,000","76,693,000,000","74,604,000,000","69,787,000,000","76,048,000,000","69,092,000,000","69,685,000,000","68,011,000,000","75,325,000,000","65,118,000,000","61,880,000,000","55,314,000,000","56,898,000,000","46,173,000,000","38,297,000,000","41,159,000,000","64,133,000,000","40,499,000,000","38,944,000,000","36,339,000,000","52,695,000,000","29,100,000,000","32,657,000,000","31,146,000,000","27,636,000,000","24,182,000,000","26,010,000,000","24,750,000,000","15,984,000,000","20,018,000,000","19,328,000,000","20,257,000,000","19,526,000,000","18,675,000,000","16,097,000,000","15,588,000,000","16,149,000,000","14,820,000,000","14,498,000,000","13,997,000,000","15,148,000,000","12,524,000,000","12,061,000,000","11,902,000,000","12,387,000,000","12,638,000,000","11,368,000,000","10,225,000,000","10,174,000,000","9,335,000,000","8,716,000,000","8,306,000,000","8,167,000,000","7,032,000,000","6,562,000,000","6,475,000,000","6,465,204,000","5,757,000,000","5,337,000,000","5,331,000,000","5,504,614,000","5,352,000,000","5,185,400,000","5,086,500,000","4,757,343,000","4,189,500,000","3,838,400,000","3,627,500,000","3,287,198,000","2,663,000,000","2,429,000,000","2,225,700,000","1,919,092,000","1,559,691,000","1,384,495,000","1,256,516,000","985,566,000","805,887,000","700,212,000","651,623,000","311,199,000"
CostOfRevenue,"133,332,000,000","37,575,000,000","33,229,000,000","31,916,000,000","30,612,000,000","35,342,000,000","31,158,000,000","30,104,000,000","29,599,000,000","32,988,000,000","27,621,000,000","26,227,000,000","24,103,000,000","26,080,000,000","21,117,000,000","18,553,000,000","18,982,000,000","21,020,000,000","17,568,000,000","17,296,000,000","16,012,000,000","17,918,000,000","14,281,000,000","13,883,000,000","13,467,000,000","14,267,000,000","11,148,000,000","10,373,000,000","9,795,000,000","10,661,000,000","8,699,000,000","8,130,000,000","7,648,000,000","8,188,000,000","7,037,000,000","6,583,000,000","6,356,000,000","6,921,000,000","6,695,000,000","6,114,000,000","5,961,000,000","7,438,000,000","5,409,000,000","5,195,000,000","5,136,000,000","5,278,000,000","5,955,000,000","4,677,000,000","3,789,000,000","3,703,000,000","3,378,000,000","3,172,000,000","2,936,000,000","2,946,000,000","2,552,000,000","2,467,000,000","2,452,000,000","2,408,400,000","2,226,000,000","2,108,000,000","2,102,000,000","2,190,005,000","2,173,390,000","2,147,575,000","2,110,536,000","1,955,824,000","1,662,579,000","1,560,255,000","1,470,426,000","1,283,148,000","1,048,728,000","989,032,000","904,119,000","775,381,000","655,154,000","597,095,000","546,781,000","453,779,000","362,099,000","326,377,000","315,398,000","117,401,000"
GrossProfit,"174,062,000,000","48,735,000,000","43,464,000,000","42,688,000,000","39,175,000,000","40,706,000,000","37,934,000,000","39,581,000,000","38,412,000,000","42,337,000,000","37,497,000,000","35,653,000,000","31,211,000,000","30,818,000,000","25,056,000,000","19,744,000,000","22,177,000,000","25,055,000,000","22,931,000,000","21,648,000,000","20,327,000,000","21,358,000,000","19,459,000,000","18,774,000,000","17,679,000,000","18,056,000,000","16,624,000,000","15,637,000,000","14,955,000,000","15,403,000,000","13,752,000,000","13,370,000,000","12,609,000,000","13,141,000,000","11,638,000,000","11,144,000,000","10,902,000,000","11,182,000,000","9,828,000,000","9,841,000,000","9,459,000,000","9,420,000,000","8,345,000,000","7,912,000,000","7,815,000,000","7,937,000,000","7,349,000,000","7,130,000,000","6,856,000,000","6,880,000,000","6,342,000,000","5,854,000,000","5,639,000,000","5,494,000,000","4,734,000,000","4,353,000,000","4,323,000,000","4,265,463,000","3,719,000,000","3,415,000,000","3,407,000,000","3,510,945,000","3,368,010,000","3,219,625,000","3,075,464,000","2,870,862,000","2,568,821,000","2,311,745,000","2,193,574,000","1,922,350,000","1,640,972,000","1,466,968,000","1,349,681,000","1,143,711,000","923,302,000","787,400,000","709,735,000","577,722,000","443,788,000","373,835,000","336,225,000","193,798,000"
OperatingExpense,"89,769,000,000","25,038,000,000","22,121,000,000","20,850,000,000","21,760,000,000","22,546,000,000","20,799,000,000","20,128,000,000","18,318,000,000","20,452,000,000","16,466,000,000","16,292,000,000","14,774,000,000","15,167,000,000","13,843,000,000","13,361,000,000","14,200,000,000","15,789,000,000","13,754,000,000","12,468,000,000","12,022,000,000","13,155,000,000","10,834,000,000","10,658,000,000","10,046,000,000","10,392,000,000","8,842,000,000","8,769,000,000","8,387,000,000","8,764,000,000","7,985,000,000","7,402,000,000","7,267,000,000","7,761,000,000","6,930,000,000","6,319,000,000","6,455,000,000","6,783,000,000","6,104,000,000","5,583,000,000","5,344,000,000","5,498,000,000","4,584,000,000","4,447,000,000","4,067,000,000","4,505,000,000","4,609,000,000","3,893,000,000","3,467,000,000","3,373,000,000","3,284,000,000","2,973,000,000","2,843,000,000","2,512,000,000","2,187,000,000","1,988,000,000","1,835,000,000","1,784,442,000","1,645,000,000","1,541,000,000","1,523,000,000","1,650,694,000","1,720,436,000","1,641,672,000","1,529,272,000","1,430,121,000","1,250,930,000","1,207,115,000","972,336,000","861,756,000","709,614,000","651,587,000","606,937,000","574,072,000","394,131,000","311,702,000","266,965,000","73,923,000","432,676,000","-155,419,000","35,019,000","17,492,000"
	SellingGeneralAndAdministration,"44,342,000,000","12,925,000,000","10,863,000,000","10,262,000,000","10,292,000,000","12,279,000,000","10,526,000,000","10,287,000,000","9,199,000,000","11,744,000,000","8,772,000,000","8,617,000,000","7,289,000,000","8,145,000,000","6,987,000,000","6,486,000,000","7,380,000,000","8,567,000,000","7,200,000,000","6,255,000,000","5,993,000,000","7,121,000,000","5,602,000,000","5,544,000,000","5,007,000,000","6,086,000,000","4,637,000,000","4,597,000,000","4,445,000,000","5,142,000,000","4,389,000,000","4,039,000,000","3,900,000,000","4,251,000,000","3,700,000,000","3,530,000,000","3,702,000,000","3,970,000,000","3,449,000,000","3,345,000,000","3,218,000,000","3,387,000,000","2,763,000,000","2,681,000,000","2,450,000,000","2,747,000,000","2,730,000,000","2,355,000,000","2,026,000,000","2,072,000,000","1,880,000,000","1,739,000,000","1,617,000,000","1,461,000,000","1,193,000,000","1,090,000,000","1,017,000,000","1,048,208,000","887,000,000","833,000,000","881,000,000","917,353,000","1,015,865,000","959,462,000","856,203,000","799,338,000","702,218,000","675,009,000","563,952,000","474,950,000","396,982,000","369,035,000","360,338,000","327,000,000","216,338,000","215,930,000","158,254,000","187,481,000","174,267,000","157,115,000",,
		GeneralAndAdministrativeExpense,"16,425,000,000","5,206,000,000","3,979,000,000","3,481,000,000","3,759,000,000","5,096,000,000","3,597,000,000","3,657,000,000","3,374,000,000","4,140,000,000","3,256,000,000","3,341,000,000","2,773,000,000","2,831,000,000","2,756,000,000","2,585,000,000","2,880,000,000","2,829,000,000","2,591,000,000","2,043,000,000","2,088,000,000","2,021,000,000","1,753,000,000","1,764,000,000","1,403,000,000","1,776,000,000","1,595,000,000","1,700,000,000","1,801,000,000","2,024,000,000","1,824,000,000","1,624,000,000","1,513,000,000","1,572,000,000","1,477,000,000","1,450,000,000","1,637,000,000","1,593,000,000","1,365,000,000","1,404,000,000","1,489,000,000","1,261,000,000","1,135,000,000","1,098,000,000","1,015,000,000","1,066,000,000","1,020,000,000","942,000,000","757,000,000","805,000,000","676,000,000","648,000,000","591,000,000","559,000,000","532,000,000","461,000,000","410,000,000","465,059,000","389,000,000","364,000,000","447,000,000","411,361,000","507,064,000","474,910,000","409,305,000","377,048,000","321,398,000","319,405,000","261,400,000",,"190,010,000","172,638,000","169,395,000",,"104,851,000",,,,,,,
			OtherGandA,"16,425,000,000","5,206,000,000","3,979,000,000","3,481,000,000","3,759,000,000","5,096,000,000","3,597,000,000","3,657,000,000","3,374,000,000","4,140,000,000","3,256,000,000","3,341,000,000","2,773,000,000","2,831,000,000","2,756,000,000","2,585,000,000","2,880,000,000","2,829,000,000","2,591,000,000","2,043,000,000","2,088,000,000","2,021,000,000","1,753,000,000","1,764,000,000","1,403,000,000","1,776,000,000","1,595,000,000","1,700,000,000","1,801,000,000","2,024,000,000","1,824,000,000","1,624,000,000","1,513,000,000","1,572,000,000","1,477,000,000","1,450,000,000","1,637,000,000","1,593,000,000","1,365,000,000","1,404,000,000","1,489,000,000","1,261,000,000","1,135,000,000","1,098,000,000","1,015,000,000","1,066,000,000","1,020,000,000","942,000,000","757,000,000","805,000,000","676,000,000","648,000,000","591,000,000","559,000,000","532,000,000","461,000,000","410,000,000","465,059,000","389,000,000","364,000,000","447,000,000","411,361,000","507,064,000","474,910,000","409,305,000","377,048,000","321,398,000","319,405,000","261,400,000",,"190,010,000","172,638,000","169,395,000",,"104,851,000",,,,,,,
		SellingAndMarketingExpense,"27,917,000,000","7,719,000,000","6,884,000,000","6,781,000,000","6,533,000,000","7,183,000,000","6,929,000,000","6,630,000,000","5,825,000,000","7,604,000,000","5,516,000,000","5,276,000,000","4,516,000,000","5,314,000,000","4,231,000,000","3,901,000,000","4,500,000,000","5,738,000,000","4,609,000,000","4,212,000,000","3,905,000,000","5,100,000,000","3,849,000,000","3,780,000,000","3,604,000,000","4,310,000,000","3,042,000,000","2,897,000,000","2,644,000,000","3,118,000,000","2,565,000,000","2,415,000,000","2,387,000,000","2,679,000,000","2,223,000,000","2,080,000,000","2,065,000,000","2,377,000,000","2,084,000,000","1,941,000,000","1,729,000,000","2,126,000,000","1,628,000,000","1,583,000,000","1,435,000,000","1,681,000,000","1,710,000,000","1,413,000,000","1,269,000,000","1,267,000,000","1,204,000,000","1,091,000,000","1,026,000,000","902,000,000","661,000,000","629,000,000","607,000,000","583,149,000","498,000,000","469,000,000","434,000,000","505,992,000","508,801,000","484,552,000","446,898,000","422,290,000","380,820,000","355,604,000","302,552,000",,"206,972,000","196,397,000","190,943,000",,"111,487,000",,,,,,,
	ResearchAndDevelopment,"45,427,000,000","12,113,000,000","11,258,000,000","10,588,000,000","11,468,000,000","10,267,000,000","10,273,000,000","9,841,000,000","9,119,000,000","8,708,000,000","7,694,000,000","7,675,000,000","7,485,000,000","7,022,000,000","6,856,000,000","6,875,000,000","6,820,000,000","7,222,000,000","6,554,000,000","6,213,000,000","6,029,000,000","6,034,000,000","5,232,000,000","5,114,000,000","5,039,000,000","4,306,000,000","4,205,000,000","4,172,000,000","3,942,000,000","3,622,000,000","3,596,000,000","3,363,000,000","3,367,000,000","3,510,000,000","3,230,000,000","2,789,000,000","2,753,000,000","2,813,000,000","2,655,000,000","2,238,000,000","2,126,000,000","2,111,000,000","1,821,000,000","1,766,000,000","1,617,000,000","1,758,000,000","1,879,000,000","1,538,000,000","1,441,000,000","1,301,000,000","1,404,000,000","1,234,000,000","1,226,000,000","1,051,000,000","994,000,000","898,000,000","818,000,000","736,234,000","758,000,000","708,000,000","642,000,000","733,341,000","704,571,000","682,210,000","673,069,000","630,783,000","548,712,000","532,106,000","408,384,000","386,806,000","312,632,000","282,552,000","246,599,000","157,072,000","177,793,000","95,772,000","108,711,000","87,442,000","57,409,000","45,762,000","35,019,000","17,492,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","201,000,000","-358,296,000",,
